pid,hhd,relationship,age,age-group,gender,income,income-group,education,education-level,edu-year,edu-year-required,status,number,hhd-income,hhd-income-group,license,traffic,max-friend,min-friend,my-score,district,livelong,livelat,wslong,wslat,flexible,mandatory,residence-size,residence-cost,current-accessibility,move,marriage,divorce,birth,death,work,study,immigration,candidate-ws-dis,current-ws-dis,weekday-shopping,weekday-leisure,weekend-shopping,weekend-leisure,distance-max
9807,5836,1,69,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.0224392,22.63876677,0,0,0,0,3,1296000,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,10
9808,5836,6,20,2,1,184000,0,2,1,0,6,1,3,552000,0,1,0,19,8,0,0,114.0224392,22.63876677,114.0285019,22.63620018,0,0,3,1296000,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,38
9809,5837,1,57,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.0212973,22.62184475,113.9807925,22.69309141,0,0,3,2443500,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,38
9810,5837,4,92,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.0212973,22.62184475,0,0,0,0,3,2443500,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,38
9811,5837,3,22,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,40,20,0,0,114.0212973,22.62184475,114.0518838,22.6424242,0,0,3,2443500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50
9812,5838,3,55,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,113.9395252,22.74660296,113.8929618,22.73107022,0,0,3,1401300,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,50
9813,5838,1,78,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,8,2,0,0,113.9395252,22.74660296,0,0,0,0,3,1401300,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,25
9814,5838,6,20,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,2,1,0,0,113.9395252,22.74660296,113.9105829,22.7217221,0,0,3,1401300,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,10
9815,5839,2,56,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,114.3284852,22.67832611,114.3648688,22.70520152,0,0,3,942300,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,25
9816,5839,1,76,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.3284852,22.67832611,0,0,0,0,3,942300,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,10
9817,5839,6,24,2,1,184000,0,2,1,0,6,1,3,552000,0,1,0,40,20,0,0,114.3284852,22.67832611,114.3268399,22.66954748,0,0,3,942300,0,0,0,0,0,0,0,0,0,0,0,2,6,1,2,10
9818,5840,4,55,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.1327359,22.57133974,113.9175271,22.72183077,0,0,3,1465425,0,0,0,0,0,0,0,0,0,0,120.8633438,0,1,2,1,25
9819,5840,7,90,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.1327359,22.57133974,0,0,0,0,3,1465425,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,38
9820,5840,1,21,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.1327359,22.57133974,113.9495485,22.54063909,0,0,3,1465425,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,10
9821,5841,3,55,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.2221366,22.6951384,113.9032438,22.72744574,0,0,3,1409400,0,0,0,0,0,0,0,0,0,0,147.5199056,3,0,1,2,10
9822,5841,1,99,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.2221366,22.6951384,0,0,0,0,3,1409400,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,10
9823,5841,6,23,2,1,184000,0,5,1,0,3,1,3,552000,0,1,0,8,2,0,0,114.2221366,22.6951384,114.2289843,22.55465403,0,0,3,1409400,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,10
9824,5842,1,63,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,113.8281835,22.78771022,113.8411925,22.77213294,0,0,3,1236600,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,10
9825,5842,2,79,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,113.8281835,22.78771022,0,0,0,0,3,1236600,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,10
9826,5842,3,20,2,1,184000,0,2,1,0,6,1,3,552000,0,1,0,19,8,0,0,113.8281835,22.78771022,113.836729,22.77085636,0,0,3,1236600,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,38
9827,5843,2,58,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,113.9105138,22.58366547,113.8922981,22.57494035,0,0,3,1755000,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,10
9828,5843,1,78,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,8,2,0,0,113.9105138,22.58366547,0,0,0,0,3,1755000,0,0,0,0,0,0,0,0,0,0,0,3,5,3,2,25
9829,5843,6,21,2,1,184000,0,3,1,0,3,1,3,552000,0,1,0,40,20,0,0,113.9105138,22.58366547,113.9113222,22.57536023,0,0,3,1755000,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,75
9830,5844,3,57,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.1521654,22.62244737,114.1942113,22.64106038,0,0,3,1042200,0,0,0,0,0,0,0,0,0,0,21.16274439,0,3,2,1,25
9831,5844,1,99,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.1521654,22.62244737,0,0,0,0,3,1042200,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,10
9832,5844,6,23,2,1,184000,0,3,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.1521654,22.62244737,114.1428982,22.62017946,0,0,3,1042200,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,10
9833,5845,3,55,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,113.8929912,22.58353792,113.936609,22.69505631,0,0,3,1644278,0,0,0,0,0,0,0,0,0,0,55.11196061,15,2,0,2,10
9834,5845,1,89,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,2,1,0,0,113.8929912,22.58353792,0,0,0,0,3,1644278,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,10
9835,5845,6,24,2,1,184000,0,2,1,0,6,1,3,552000,0,1,0,2,1,0,0,113.8929912,22.58353792,113.8922981,22.57494035,0,0,3,1644278,0,0,0,0,0,0,0,0,0,0,0,3,5,3,2,10
9836,5846,2,62,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.0985441,22.56529973,113.9834399,22.74001975,0,0,3,1834200,0,0,0,0,0,0,0,0,0,0,96.29568756,8,2,4,2,10
9837,5846,1,68,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.0985441,22.56529973,0,0,0,0,3,1834200,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,10
9838,5846,6,18,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,2,1,0,0,114.0985441,22.56529973,113.9495485,22.54063909,0,0,3,1834200,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,25
9839,5847,4,56,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.2258562,22.75410679,114.2384964,22.76309512,0,0,3,1170090,0,0,0,0,0,0,0,0,0,0,7.138459025,5,0,2,2,10
9840,5847,7,66,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.2258562,22.75410679,0,0,0,0,3,1170090,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,38
9841,5847,1,20,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,40,20,0,0,114.2258562,22.75410679,113.9495485,22.54063909,0,0,3,1170090,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,25
9842,5848,2,63,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.0645435,22.64972893,114.0512736,22.65620457,0,0,3,1525500,0,0,0,0,0,0,0,0,0,0,6.795803334,1,5,0,0,10
9843,5848,1,79,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.0645435,22.64972893,0,0,0,0,3,1525500,0,0,0,0,0,0,0,0,0,0,0,10,5,2,2,25
9844,5848,6,22,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.0645435,22.64972893,113.9495485,22.54063909,0,0,3,1525500,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,38
9845,5849,4,60,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,113.9282269,22.49166111,114.2169694,22.61605202,0,0,3,2169117,0,0,0,0,0,0,0,0,0,0,144.6993463,3,2,2,2,10
9846,5849,7,68,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,113.9282269,22.49166111,0,0,0,0,3,2169117,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,10
9847,5849,1,19,2,1,184000,0,5,1,2,3,1,3,552000,0,1,0,2,1,0,0,113.9282269,22.49166111,113.8875691,22.76634594,0,0,3,2169117,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,38
9848,5850,1,55,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,113.9840701,22.59480876,113.9945339,22.53990409,0,0,3,2300400,0,0,0,0,0,0,0,0,0,0,25.72438321,5,2,2,2,38
9849,5850,4,98,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,40,20,0,0,113.9840701,22.59480876,0,0,0,0,3,2300400,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,10
9850,5850,3,21,2,1,184000,0,5,1,0,3,1,3,552000,0,1,0,2,1,0,0,113.9840701,22.59480876,114.1104524,22.61226424,0,0,3,2300400,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,50
9851,5851,3,60,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.0493994,22.53432696,114.0518927,22.5357264,0,0,3,2600100,0,0,0,0,0,0,0,0,0,0,1.315926907,4,3,2,1,10
9852,5851,1,89,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,40,20,0,0,114.0493994,22.53432696,0,0,0,0,3,2600100,0,0,0,0,0,0,0,0,0,0,0,9,5,3,1,10
9853,5851,6,24,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,2,1,0,0,114.0493994,22.53432696,114.0461958,22.52781667,0,0,3,2600100,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,10
9854,5852,3,57,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,113.85475,22.61522675,114.2829847,22.67126173,0,0,3,1296000,0,0,0,0,0,0,0,0,0,0,198.7727624,7,1,6,1,10
9855,5852,1,93,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,113.85475,22.61522675,0,0,0,0,3,1296000,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,10
9856,5852,6,20,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,19,8,0,0,113.85475,22.61522675,113.8490645,22.6110715,0,0,3,1296000,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,25
9857,5853,3,59,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.201737,22.70969063,113.8716275,22.75540599,0,0,3,1286550,0,0,0,0,0,0,0,0,0,0,153.3810057,9,3,2,1,10
9858,5853,1,95,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.201737,22.70969063,0,0,0,0,3,1286550,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,10
9859,5853,6,21,2,1,184000,0,5,1,0,3,1,3,552000,0,1,0,2,1,0,0,114.201737,22.70969063,113.8165886,22.74648029,0,0,3,1286550,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,25
9860,5854,2,61,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.0504754,22.52944558,113.9865564,22.73539476,0,0,3,2370600,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,100
9861,5854,1,77,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.0504754,22.52944558,0,0,0,0,3,2370600,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10
9862,5854,6,20,2,1,184000,0,5,1,3,3,1,3,552000,0,1,0,2,1,0,0,114.0504754,22.52944558,113.8365614,22.6489862,0,0,3,2370600,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,10
9863,5855,1,58,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.1248286,22.57658164,114.1132982,22.57428937,0,0,3,1291950,0,0,0,0,0,0,0,0,0,0,5.410654238,4,4,1,2,10
9864,5855,2,69,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.1248286,22.57658164,0,0,0,0,3,1291950,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,50
9865,5855,3,19,2,1,184000,0,2,1,0,6,1,3,552000,0,1,0,40,20,0,0,114.1248286,22.57658164,114.1193772,22.58155327,0,0,3,1291950,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,10
9866,5856,4,55,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,113.9680421,22.58692978,113.909087,22.55957907,0,0,3,2232900,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,38
9867,5856,7,89,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,8,2,0,0,113.9680421,22.58692978,0,0,0,0,3,2232900,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,100
9868,5856,1,24,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,8,2,0,0,113.9680421,22.58692978,113.8425345,22.73227453,0,0,3,2232900,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,10
9869,5857,2,57,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.1035033,22.60987427,114.0580164,22.62327935,0,0,3,981450,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,25
9870,5857,1,70,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,40,20,0,0,114.1035033,22.60987427,0,0,0,0,3,981450,0,0,0,0,0,0,0,0,0,0,0,10,4,2,1,10
9871,5857,6,18,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,8,2,0,0,114.1035033,22.60987427,114.2109974,22.71058323,0,0,3,981450,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,25
9872,5858,1,62,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,114.2548124,22.58942621,114.2563818,22.58771104,0,0,3,1024758,0,0,0,0,0,0,0,0,0,0,1.069988943,0,0,4,2,10
9873,5858,2,80,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.2548124,22.58942621,0,0,0,0,3,1024758,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,10
9874,5858,3,22,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,40,20,0,0,114.2548124,22.58942621,113.9495485,22.54063909,0,0,3,1024758,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,10
9875,5859,2,61,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,40,20,0,0,114.0725556,22.53082869,114.0891792,22.54178278,0,0,3,1712358,0,0,0,0,0,0,0,0,0,0,9.162634083,3,1,2,2,10
9876,5859,1,75,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.0725556,22.53082869,0,0,0,0,3,1712358,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,38
9877,5859,6,24,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,2,1,0,0,114.0725556,22.53082869,114.0669813,22.53888678,0,0,3,1712358,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,100
9878,5860,4,62,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,113.9164802,22.51914492,113.9302384,22.49110543,0,0,3,1620576,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,25
9879,5860,7,94,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,2,1,0,0,113.9164802,22.51914492,0,0,0,0,3,1620576,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,10
9880,5860,1,22,2,1,184000,0,5,1,0,3,1,3,552000,0,1,0,19,8,0,0,113.9164802,22.51914492,113.9159937,22.49626505,0,0,3,1620576,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,10
9881,5861,3,58,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,40,20,0,0,114.0544854,22.5696858,113.8608053,22.7540776,0,0,3,1761480,0,0,0,0,0,0,0,0,0,0,123.077571,10,5,1,1,10
9882,5861,1,87,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.0544854,22.5696858,0,0,0,0,3,1761480,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,10
9883,5861,6,23,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.0544854,22.5696858,114.0459065,22.56872832,0,0,3,1761480,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1,10
9884,5862,4,62,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,113.9448743,22.54952583,113.9385022,22.529855,0,0,3,2752326,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,10
9885,5862,7,70,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,113.9448743,22.54952583,0,0,0,0,3,2752326,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,10
9886,5862,1,23,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,40,20,0,0,113.9448743,22.54952583,113.9495485,22.54063909,0,0,3,2752326,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,10
9887,5863,3,61,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,40,20,0,0,114.2289084,22.72308742,114.055946,22.67616114,0,0,3,1237500,0,0,0,0,0,0,0,0,0,0,82.48276206,4,3,2,2,25
9888,5863,1,87,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.2289084,22.72308742,0,0,0,0,3,1237500,0,0,0,0,0,0,0,0,0,0,0,8,3,1,2,10
9889,5863,6,18,2,1,184000,0,5,1,1,3,1,3,552000,0,1,0,8,2,0,0,114.2289084,22.72308742,113.8700743,22.55588368,0,0,3,1237500,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,10
9890,5864,1,60,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.0629266,22.64340795,113.9812072,22.68180991,0,0,3,1377000,0,0,0,0,0,0,0,0,0,0,41.55670546,1,2,2,2,50
9891,5864,2,74,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,40,20,0,0,114.0629266,22.64340795,0,0,0,0,3,1377000,0,0,0,0,0,0,0,0,0,0,0,8,4,2,2,25
9892,5864,3,19,2,1,184000,0,2,1,0,6,1,3,552000,0,1,0,40,20,0,0,114.0629266,22.64340795,114.0795182,22.63437414,0,0,3,1377000,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,10
9893,5865,4,56,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,40,20,0,0,113.9040543,22.57707871,113.8927493,22.76804691,0,0,3,2337714,0,0,0,0,0,0,0,0,0,0,88.04591199,2,1,1,1,25
9894,5865,7,96,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,40,20,0,0,113.9040543,22.57707871,0,0,0,0,3,2337714,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,10
9895,5865,1,22,2,1,184000,0,5,1,0,3,1,3,552000,0,1,0,19,8,0,0,113.9040543,22.57707871,113.8165886,22.74648029,0,0,3,2337714,0,0,0,0,0,0,0,0,0,0,0,10,4,3,2,10
9896,5866,1,63,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,113.9379107,22.76365792,113.9009591,22.73699951,0,0,3,1263600,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,38
9897,5866,4,88,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,113.9379107,22.76365792,0,0,0,0,3,1263600,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,10
9898,5866,6,18,2,1,184000,0,5,1,1,3,1,3,552000,0,1,0,19,8,0,0,113.9379107,22.76365792,113.9138321,22.57417161,0,0,3,1263600,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10
9899,5867,1,63,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.0427627,22.53393209,114.0604378,22.53882833,0,0,3,1732050,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,10
9900,5867,2,70,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.0427627,22.53393209,0,0,0,0,3,1732050,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,10
9901,5867,3,24,2,1,184000,0,5,1,0,3,1,3,552000,0,1,0,40,20,0,0,114.0427627,22.53393209,113.8165886,22.74648029,0,0,3,1732050,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,10
9902,5868,1,60,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.0403301,22.5338741,113.866769,22.77734068,0,0,3,1852368,0,0,0,0,0,0,0,0,0,0,137.6118613,3,3,5,1,38
9903,5868,2,72,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.0403301,22.5338741,0,0,0,0,3,1852368,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,10
9904,5868,3,18,2,1,184000,0,5,1,1,3,1,3,552000,0,1,0,19,8,0,0,114.0403301,22.5338741,113.8700743,22.55588368,0,0,3,1852368,0,0,0,0,0,0,0,0,0,0,0,7,4,3,1,25
9905,5869,1,58,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.0358617,22.54489447,114.2792508,22.66839408,0,0,3,2339091,0,0,0,0,0,0,0,0,0,0,125.6141799,2,4,3,1,10
9906,5869,4,97,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.0358617,22.54489447,0,0,0,0,3,2339091,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,25
9907,5869,3,20,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,40,20,0,0,114.0358617,22.54489447,113.9495485,22.54063909,0,0,3,2339091,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,10
9908,5870,2,64,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,40,20,0,0,114.2371294,22.5886584,114.2460676,22.59467359,0,0,3,1265400,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10
9909,5870,1,81,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,8,2,0,0,114.2371294,22.5886584,0,0,0,0,3,1265400,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,38
9910,5870,6,23,2,1,184000,0,5,1,0,3,1,3,552000,0,1,0,2,1,0,0,114.2371294,22.5886584,114.026119,22.60281383,0,0,3,1265400,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,10
9911,5871,3,58,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.3298608,22.67928296,114.3326858,22.68881791,0,0,3,1044900,0,0,0,0,0,0,0,0,0,0,0,5,9,2,2,10
9912,5871,1,91,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.3298608,22.67928296,0,0,0,0,3,1044900,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,25
9913,5871,6,19,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.3298608,22.67928296,114.2109974,22.71058323,0,0,3,1044900,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,10
9914,5872,4,64,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,40,20,0,0,114.1298848,22.68634625,113.9743099,22.68119216,0,0,3,1089450,0,0,0,0,0,0,0,0,0,0,71.64175595,10,5,2,2,100
9915,5872,7,97,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.1298848,22.68634625,0,0,0,0,3,1089450,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,10
9916,5872,1,22,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,8,2,0,0,114.1298848,22.68634625,114.1137485,22.68970835,0,0,3,1089450,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,10
9917,5873,4,62,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,2,1,0,0,114.1186598,22.53707709,114.3517352,22.72512387,0,0,3,1323189,0,0,0,0,0,0,0,0,0,0,137.8320369,5,0,2,2,25
9918,5873,7,87,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,2,1,0,0,114.1186598,22.53707709,0,0,0,0,3,1323189,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,38
9919,5873,1,21,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.1186598,22.53707709,113.9495485,22.54063909,0,0,3,1323189,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,10
9920,5874,2,63,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,8,2,0,0,114.1119225,22.54455996,114.1203258,22.55337499,0,0,3,1120131,0,0,0,0,0,0,0,0,0,0,5.605168208,2,4,1,2,10
9921,5874,1,78,7,1,184000,0,7,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.1119225,22.54455996,0,0,0,0,3,1120131,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,10
9922,5874,6,22,2,1,184000,0,3,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.1119225,22.54455996,114.1273117,22.55232136,0,0,3,1120131,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,25
9923,5875,4,60,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.0570772,22.63420971,114.0582017,22.70814865,0,0,3,988200,0,0,0,0,0,0,0,0,0,0,34.03391673,8,3,4,2,38
9924,5875,7,69,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.0570772,22.63420971,0,0,0,0,3,988200,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,10
9925,5875,1,23,2,1,184000,0,4,1,0,3,1,3,552000,0,1,0,40,20,0,0,114.0570772,22.63420971,113.9495485,22.54063909,0,0,3,988200,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,25
9926,5876,3,56,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,40,20,0,0,114.0825265,22.54407702,114.0790509,22.54727143,0,0,3,1326407,0,0,0,0,0,0,0,0,0,0,2.172628939,0,5,3,2,10
9927,5876,1,89,7,1,184000,0,8,3,0,0,3,3,552000,0,1,0,19,8,0,0,114.0825265,22.54407702,0,0,0,0,3,1326407,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,25
9928,5876,6,19,2,1,184000,0,1,1,0,3,1,3,552000,0,1,0,19,8,0,0,114.0825265,22.54407702,114.0786001,22.54360796,0,0,3,1326407,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,10
9929,5877,1,63,6,0,184000,0,6,2,0,0,2,3,552000,0,1,0,19,8,0,0,114.2262723,22.55629366,114.1831931,22.55817396,0,0,3,1263478,0,0,0,0,0,0,0,0,0,0,19.84583683,7,5,1,2,25
