hid,pid,Gender,Age_group,Education,Income,license,status,Education_detailed,number,Long,Lat
2440,6033,0,1,1,0,0,1,5,2,0,0
2440,6034,0,4,1,4467,1,2,4,2,0,0
2441,6035,0,1,1,0,0,1,5,2,0,0
2441,6036,0,4,1,4467,1,2,4,2,0,0
2442,6037,0,1,1,0,0,1,5,2,0,0
2442,6038,0,4,1,4467,1,2,4,2,0,0
2443,6039,0,1,1,0,0,1,5,2,0,0
2443,6040,0,4,1,4467,1,2,4,2,0,0
2444,6041,0,1,1,0,0,1,5,2,0,0
2444,6042,0,4,1,4467,1,2,4,2,0,0
2445,6043,0,1,1,0,0,1,5,2,0,0
2445,6044,0,4,1,4467,1,2,4,2,0,0
2446,6045,0,1,1,0,0,1,5,2,0,0
2446,6046,0,4,1,4467,1,2,4,2,0,0
2447,6047,0,1,1,0,0,1,5,2,0,0
2447,6048,0,4,1,4467,1,2,4,2,0,0
2448,6049,0,1,1,0,0,1,5,2,0,0
2448,6050,0,4,1,4467,1,2,4,2,0,0
2449,6051,0,1,1,0,0,1,5,2,0,0
2449,6052,0,4,1,4467,1,2,4,2,0,0
2450,6053,0,1,1,0,0,1,5,2,0,0
2450,6054,0,4,1,4467,1,2,4,2,0,0
2451,6055,0,1,1,0,0,1,5,2,0,0
2451,6056,0,4,1,4467,1,2,4,2,0,0
2452,6057,0,1,1,0,0,1,5,2,0,0
2452,6058,0,4,1,4467,1,2,4,2,0,0
2453,6059,0,1,1,0,0,1,5,2,0,0
2453,6060,0,4,1,4467,1,2,4,2,0,0
2454,6061,0,1,1,0,0,1,5,2,0,0
2454,6062,0,4,1,4467,1,2,4,2,0,0
2455,6063,0,1,1,0,0,1,5,2,0,0
2455,6064,0,4,1,4467,1,2,4,2,0,0
2456,6065,0,1,1,0,0,1,5,2,0,0
2456,6066,0,4,1,4467,1,2,4,2,0,0
2457,6067,0,1,1,0,0,1,5,2,0,0
2457,6068,0,4,1,4467,1,2,4,2,0,0
2458,6069,0,1,1,0,0,1,5,2,0,0
2458,6070,0,4,1,4467,1,2,4,2,0,0
2459,6071,0,1,1,0,0,1,5,2,0,0
2459,6072,0,4,1,4467,1,2,4,2,0,0
2460,6073,0,1,1,0,0,1,5,2,0,0
2460,6074,0,4,1,4467,1,2,4,2,0,0
2461,6075,0,1,1,0,0,1,5,2,0,0
2461,6076,0,4,1,4467,1,2,4,2,0,0
2462,6077,0,1,1,0,0,1,5,2,0,0
2462,6078,0,4,1,4467,1,2,4,2,0,0
2463,6079,0,1,1,0,0,1,5,2,0,0
2463,6080,0,4,1,4467,1,2,4,2,0,0
2464,6081,0,1,1,0,0,1,5,2,0,0
2464,6082,0,4,1,4467,1,2,4,2,0,0
2465,6083,0,1,1,0,0,1,5,2,0,0
2465,6084,0,4,1,4467,1,2,4,2,0,0
2466,6085,0,1,1,0,0,1,5,2,0,0
2466,6086,0,4,1,4467,1,2,4,2,0,0
2467,6087,1,2,2,5758,1,2,6,4,0,0
2467,6088,0,2,2,4718,0,2,6,4,0,0
2467,6089,1,6,2,5163,1,2,6,4,0,0
2467,6090,1,7,4,1826,0,4,10,4,0,0
2468,6091,0,3,2,9247,1,2,6,2,0,0
2468,6092,1,3,4,9315,0,2,9,2,0,0
2469,6093,0,3,2,9247,1,2,6,2,0,0
2469,6094,1,3,4,9315,0,2,9,2,0,0
2470,6095,0,3,2,9247,1,2,6,2,0,0
2470,6096,1,3,4,9315,0,2,9,2,0,0
2471,6097,0,3,2,9247,1,2,6,2,0,0
2471,6098,1,3,4,9315,0,2,9,2,0,0
2472,6099,0,3,2,9247,1,2,6,2,0,0
2472,6100,1,3,4,9315,0,2,9,2,0,0
2473,6101,1,1,1,0,0,1,2,6,0,0
2473,6102,0,2,3,3710,0,2,7,6,0,0
2473,6103,1,2,2,4000,0,2,6,6,0,0
2473,6104,1,3,2,22374,1,2,6,6,0,0
2473,6105,0,5,4,22466,0,2,9,6,0,0
2473,6106,1,7,1,1884,1,4,5,6,0,0
2474,6107,1,1,1,0,0,1,2,6,0,0
2474,6108,0,2,3,3710,0,2,7,6,0,0
2474,6109,1,2,2,4000,0,2,6,6,0,0
2474,6110,1,3,2,22374,1,2,6,6,0,0
2474,6111,0,5,4,22466,0,2,9,6,0,0
2474,6112,1,7,1,1884,1,4,5,6,0,0
2475,6113,1,1,1,0,0,1,2,6,0,0
2475,6114,0,2,3,3710,0,2,7,6,0,0
2475,6115,1,2,2,4000,0,2,6,6,0,0
2475,6116,1,3,2,22374,1,2,6,6,0,0
2475,6117,0,5,4,22466,0,2,9,6,0,0
2475,6118,1,7,1,1884,1,4,5,6,0,0
2476,6119,1,1,1,0,0,1,2,6,0,0
2476,6120,0,2,3,3710,0,2,7,6,0,0
2476,6121,1,2,2,4000,0,2,6,6,0,0
2476,6122,1,3,2,22374,1,2,6,6,0,0
2476,6123,0,5,4,22466,0,2,9,6,0,0
2476,6124,1,7,1,1884,1,4,5,6,0,0
2477,6125,1,1,1,0,0,1,2,6,0,0
2477,6126,0,2,3,3710,0,2,7,6,0,0
2477,6127,1,2,2,4000,0,2,6,6,0,0
2477,6128,1,3,2,22374,1,2,6,6,0,0
2477,6129,0,5,4,22466,0,2,9,6,0,0
2477,6130,1,7,1,1884,1,4,5,6,0,0
2478,6131,1,1,1,0,0,1,2,6,0,0
2478,6132,0,2,3,3710,0,2,7,6,0,0
2478,6133,1,2,2,4000,0,2,6,6,0,0
2478,6134,1,3,2,22374,1,2,6,6,0,0
2478,6135,0,5,4,22466,0,2,9,6,0,0
2478,6136,1,7,1,1884,1,4,5,6,0,0
2479,6137,1,1,1,0,0,1,2,6,0,0
2479,6138,0,2,3,3710,0,2,7,6,0,0
2479,6139,1,2,2,4000,0,2,6,6,0,0
2479,6140,1,3,2,22374,1,2,6,6,0,0
2479,6141,0,5,4,22466,0,2,9,6,0,0
2479,6142,1,7,1,1884,1,4,5,6,0,0
2480,6143,1,1,1,0,0,1,2,6,0,0
2480,6144,0,2,3,3710,0,2,7,6,0,0
2480,6145,1,2,2,4000,0,2,6,6,0,0
2480,6146,1,3,2,22374,1,2,6,6,0,0
2480,6147,0,5,4,22466,0,2,9,6,0,0
2480,6148,1,7,1,1884,1,4,5,6,0,0
2481,6149,1,1,1,0,0,1,2,6,0,0
2481,6150,0,2,3,3710,0,2,7,6,0,0
2481,6151,1,2,2,4000,0,2,6,6,0,0
2481,6152,1,3,2,22374,1,2,6,6,0,0
2481,6153,0,5,4,22466,0,2,9,6,0,0
2481,6154,1,7,1,1884,1,4,5,6,0,0
2482,6155,1,1,1,0,0,1,2,6,0,0
2482,6156,0,2,3,3710,0,2,7,6,0,0
2482,6157,1,2,2,4000,0,2,6,6,0,0
2482,6158,1,3,2,22374,1,2,6,6,0,0
2482,6159,0,5,4,22466,0,2,9,6,0,0
2482,6160,1,7,1,1884,1,4,5,6,0,0
2483,6161,1,1,1,0,0,1,2,6,0,0
2483,6162,0,2,3,3710,0,2,7,6,0,0
2483,6163,1,2,2,4000,0,2,6,6,0,0
2483,6164,1,3,2,22374,1,2,6,6,0,0
2483,6165,0,5,4,22466,0,2,9,6,0,0
2483,6166,1,7,1,1884,1,4,5,6,0,0
2484,6167,1,1,1,0,0,1,2,6,0,0
2484,6168,0,2,3,3710,0,2,7,6,0,0
2484,6169,1,2,2,4000,0,2,6,6,0,0
2484,6170,1,3,2,22374,1,2,6,6,0,0
2484,6171,0,5,4,22466,0,2,9,6,0,0
2484,6172,1,7,1,1884,1,4,5,6,0,0
2485,6173,1,1,1,0,0,1,2,6,0,0
2485,6174,0,2,3,3710,0,2,7,6,0,0
2485,6175,1,2,2,4000,0,2,6,6,0,0
2485,6176,1,3,2,22374,1,2,6,6,0,0
2485,6177,0,5,4,22466,0,2,9,6,0,0
2485,6178,1,7,1,1884,1,4,5,6,0,0
2486,6179,1,1,1,0,0,1,2,6,0,0
2486,6180,0,2,3,3710,0,2,7,6,0,0
2486,6181,1,2,2,4000,0,2,6,6,0,0
2486,6182,1,3,2,22374,1,2,6,6,0,0
2486,6183,0,5,4,22466,0,2,9,6,0,0
2486,6184,1,7,1,1884,1,4,5,6,0,0
2487,6185,1,1,1,0,0,1,2,6,0,0
2487,6186,0,2,3,3710,0,2,7,6,0,0
2487,6187,1,2,2,4000,0,2,6,6,0,0
2487,6188,1,3,2,22374,1,2,6,6,0,0
2487,6189,0,5,4,22466,0,2,9,6,0,0
2487,6190,1,7,1,1884,1,4,5,6,0,0
2488,6191,1,1,1,0,0,1,2,6,0,0
2488,6192,0,2,3,3710,0,2,7,6,0,0
2488,6193,1,2,2,4000,0,2,6,6,0,0
2488,6194,1,3,2,22374,1,2,6,6,0,0
2488,6195,0,5,4,22466,0,2,9,6,0,0
2488,6196,1,7,1,1884,1,4,5,6,0,0
2489,6197,0,3,3,71928,0,2,7,4,0,0
2489,6198,1,3,3,28801,0,2,7,4,0,0
2489,6199,0,6,4,0,1,3,9,4,0,0
2489,6200,0,7,2,2649,0,4,6,4,0,0
2490,6201,1,3,2,37298,0,2,8,4,0,0
2490,6202,0,3,2,25913,1,2,6,4,0,0
2490,6203,0,6,4,0,0,3,9,4,0,0
2490,6204,1,7,4,5181,0,4,9,4,0,0
2491,6205,1,3,2,7177,0,2,8,2,0,0
2491,6206,0,3,3,6497,1,2,7,2,0,0
2492,6207,1,3,2,7177,0,2,8,2,0,0
2492,6208,0,3,3,6497,1,2,7,2,0,0
2493,6209,1,3,2,7177,0,2,8,2,0,0
2493,6210,0,3,3,6497,1,2,7,2,0,0
2494,6211,1,3,2,7177,0,2,8,2,0,0
2494,6212,0,3,3,6497,1,2,7,2,0,0
2495,6213,1,3,2,7177,0,2,8,2,0,0
2495,6214,0,3,3,6497,1,2,7,2,0,0
2496,6215,1,3,2,7177,0,2,8,2,0,0
2496,6216,0,3,3,6497,1,2,7,2,0,0
2497,6217,1,3,2,7177,0,2,8,2,0,0
2497,6218,0,3,3,6497,1,2,7,2,0,0
2498,6219,1,3,1,4513,0,2,4,1,0,0
2499,6220,1,3,1,4513,0,2,4,1,0,0
2500,6221,1,3,1,4513,0,2,4,1,0,0
2501,6222,1,3,1,4513,0,2,4,1,0,0
2502,6223,1,3,1,4513,0,2,4,1,0,0
2503,6224,1,3,1,4513,0,2,4,1,0,0
2504,6225,1,3,1,4513,0,2,4,1,0,0
2505,6226,1,3,1,4513,0,2,4,1,0,0
2506,6227,1,3,1,4513,0,2,4,1,0,0
2507,6228,1,3,1,4513,0,2,4,1,0,0
2508,6229,1,3,1,4513,0,2,4,1,0,0
2509,6230,1,3,1,4513,0,2,4,1,0,0
2510,6231,1,3,1,4513,0,2,4,1,0,0
2511,6232,1,3,1,4513,0,2,4,1,0,0
2512,6233,1,3,1,4513,0,2,4,1,0,0
2513,6234,1,3,1,4513,0,2,4,1,0,0
2514,6235,1,3,1,4513,0,2,4,1,0,0
2515,6236,1,3,1,4513,0,2,4,1,0,0
2516,6237,1,3,1,4513,0,2,4,1,0,0
2517,6238,1,3,1,4513,0,2,4,1,0,0
2518,6239,1,3,1,4513,0,2,4,1,0,0
2519,6240,1,3,1,4513,0,2,4,1,0,0
2520,6241,1,3,1,4513,0,2,4,1,0,0
2521,6242,1,3,1,4513,0,2,4,1,0,0
2522,6243,1,3,1,4513,0,2,4,1,0,0
2523,6244,1,3,1,4513,0,2,4,1,0,0
2524,6245,1,3,1,4513,0,2,4,1,0,0
2525,6246,1,3,1,4513,0,2,4,1,0,0
2526,6247,1,3,1,4513,0,2,4,1,0,0
2527,6248,1,3,1,4513,0,2,4,1,0,0
2528,6249,1,3,1,4513,0,2,4,1,0,0
2529,6250,1,3,1,4513,0,2,4,1,0,0
2530,6251,1,3,1,4513,0,2,4,1,0,0
2531,6252,1,3,1,4513,0,2,4,1,0,0
2532,6253,1,3,1,4513,0,2,4,1,0,0
2533,6254,1,3,1,4513,0,2,4,1,0,0
2534,6255,1,3,1,4513,0,2,4,1,0,0
2535,6256,1,3,1,4513,0,2,4,1,0,0
2536,6257,1,3,1,4513,0,2,4,1,0,0
2537,6258,1,3,1,4513,0,2,4,1,0,0
2538,6259,1,3,1,4513,0,2,4,1,0,0
2539,6260,1,3,1,4513,0,2,4,1,0,0
2540,6261,1,3,1,4513,0,2,4,1,0,0
2541,6262,1,3,1,4513,0,2,4,1,0,0
2542,6263,1,3,1,4513,0,2,4,1,0,0
2543,6264,1,3,1,4513,0,2,4,1,0,0
2544,6265,1,3,1,4513,0,2,4,1,0,0
2545,6266,1,3,1,4513,0,2,4,1,0,0
2546,6267,1,3,1,4513,0,2,4,1,0,0
2547,6268,1,3,1,4513,0,2,4,1,0,0
2548,6269,1,3,1,4513,0,2,4,1,0,0
2549,6270,1,3,1,4513,0,2,4,1,0,0
2550,6271,1,3,1,4513,0,2,4,1,0,0
2551,6272,1,3,1,4513,0,2,4,1,0,0
2552,6273,1,3,1,4513,0,2,4,1,0,0
2553,6274,1,3,1,4513,0,2,4,1,0,0
2554,6275,1,3,1,4513,0,2,4,1,0,0
2555,6276,1,3,1,4513,0,2,4,1,0,0
2556,6277,1,3,1,4513,0,2,4,1,0,0
2557,6278,1,3,1,4513,0,2,4,1,0,0
2558,6279,1,3,1,4513,0,2,4,1,0,0
2559,6280,1,3,1,4513,0,2,4,1,0,0
2560,6281,1,3,1,4513,0,2,4,1,0,0
2561,6282,1,3,1,4513,0,2,4,1,0,0
2562,6283,1,3,1,4513,0,2,4,1,0,0
2563,6284,1,3,1,4513,0,2,4,1,0,0
2564,6285,1,3,1,4513,0,2,4,1,0,0
2565,6286,1,3,1,4513,0,2,4,1,0,0
2566,6287,1,3,1,4513,0,2,4,1,0,0
2567,6288,1,3,1,4513,0,2,4,1,0,0
2568,6289,1,3,1,4513,0,2,4,1,0,0
2569,6290,1,3,1,4513,0,2,4,1,0,0
2570,6291,1,3,1,4513,0,2,4,1,0,0
2571,6292,1,3,1,4513,0,2,4,1,0,0
2572,6293,1,3,1,4513,0,2,4,1,0,0
2573,6294,1,3,1,4513,0,2,4,1,0,0
2574,6295,1,3,1,4513,0,2,4,1,0,0
2575,6296,1,3,1,4513,0,2,4,1,0,0
2576,6297,1,3,1,4513,0,2,4,1,0,0
2577,6298,1,3,1,4513,0,2,4,1,0,0
2578,6299,1,3,1,4513,0,2,4,1,0,0
2579,6300,1,3,1,4513,0,2,4,1,0,0
2580,6301,1,3,1,4513,0,2,4,1,0,0
2581,6302,1,3,1,4513,0,2,4,1,0,0
2582,6303,1,3,1,4513,0,2,4,1,0,0
2583,6304,1,3,1,4513,0,2,4,1,0,0
2584,6305,1,3,1,4513,0,2,4,1,0,0
2585,6306,1,3,1,4513,0,2,4,1,0,0
2586,6307,1,3,1,4513,0,2,4,1,0,0
2587,6308,1,3,1,4513,0,2,4,1,0,0
2588,6309,1,3,1,4513,0,2,4,1,0,0
2589,6310,1,3,1,4513,0,2,4,1,0,0
2590,6311,1,3,1,4513,0,2,4,1,0,0
2591,6312,1,3,1,4513,0,2,4,1,0,0
2592,6313,1,3,1,4513,0,2,4,1,0,0
2593,6314,1,3,1,4513,0,2,4,1,0,0
2594,6315,1,3,1,4513,0,2,4,1,0,0
2595,6316,1,3,1,4513,0,2,4,1,0,0
2596,6317,1,3,1,4513,0,2,4,1,0,0
2597,6318,1,3,1,4513,0,2,4,1,0,0
2598,6319,1,3,1,4513,0,2,4,1,0,0
2599,6320,1,3,1,4513,0,2,4,1,0,0
2600,6321,1,3,1,4513,0,2,4,1,0,0
2601,6322,1,3,1,4513,0,2,4,1,0,0
2602,6323,1,3,1,4513,0,2,4,1,0,0
2603,6324,1,3,1,4513,0,2,4,1,0,0
2604,6325,1,3,1,4513,0,2,4,1,0,0
2605,6326,1,3,1,4513,0,2,4,1,0,0
2606,6327,1,3,1,4513,0,2,4,1,0,0
2607,6328,1,3,1,4513,0,2,4,1,0,0
2608,6329,1,3,1,4513,0,2,4,1,0,0
2609,6330,1,3,1,4513,0,2,4,1,0,0
2610,6331,1,3,1,4513,0,2,4,1,0,0
2611,6332,1,3,1,4513,0,2,4,1,0,0
2612,6333,1,3,1,4513,0,2,4,1,0,0
2613,6334,1,3,1,4513,0,2,4,1,0,0
2614,6335,1,3,1,4513,0,2,4,1,0,0
2615,6336,1,3,1,4513,0,2,4,1,0,0
2616,6337,1,3,1,4513,0,2,4,1,0,0
2617,6338,1,3,1,4513,0,2,4,1,0,0
2618,6339,1,3,1,4513,0,2,4,1,0,0
2619,6340,1,3,1,4513,0,2,4,1,0,0
2620,6341,1,3,1,4513,0,2,4,1,0,0
2621,6342,1,3,1,4513,0,2,4,1,0,0
2622,6343,1,3,1,4513,0,2,4,1,0,0
2623,6344,1,3,1,4513,0,2,4,1,0,0
2624,6345,1,3,1,4513,0,2,4,1,0,0
2625,6346,1,3,1,4513,0,2,4,1,0,0
2626,6347,1,3,1,4513,0,2,4,1,0,0
2627,6348,1,3,1,4513,0,2,4,1,0,0
2628,6349,1,3,1,4513,0,2,4,1,0,0
2629,6350,1,3,1,4513,0,2,4,1,0,0
2630,6351,1,3,1,4513,0,2,4,1,0,0
2631,6352,1,3,1,4513,0,2,4,1,0,0
2632,6353,1,3,1,4513,0,2,4,1,0,0
2633,6354,1,3,1,4513,0,2,4,1,0,0
2634,6355,1,3,1,4513,0,2,4,1,0,0
2635,6356,1,3,1,4513,0,2,4,1,0,0
2636,6357,1,3,1,4513,0,2,4,1,0,0
2637,6358,1,3,1,4513,0,2,4,1,0,0
2638,6359,1,3,1,4513,0,2,4,1,0,0
2639,6360,1,3,1,4513,0,2,4,1,0,0
2640,6361,1,3,1,4513,0,2,4,1,0,0
2641,6362,1,3,1,4513,0,2,4,1,0,0
2642,6363,1,3,1,4513,0,2,4,1,0,0
2643,6364,1,3,1,4513,0,2,4,1,0,0
2644,6365,1,3,1,4513,0,2,4,1,0,0
2645,6366,1,3,1,4513,0,2,4,1,0,0
2646,6367,1,3,1,4513,0,2,4,1,0,0
2647,6368,1,3,1,4513,0,2,4,1,0,0
2648,6369,1,3,1,4513,0,2,4,1,0,0
2649,6370,1,3,1,4513,0,2,4,1,0,0
2650,6371,1,3,1,4513,0,2,4,1,0,0
2651,6372,1,3,1,4513,0,2,4,1,0,0
2652,6373,1,3,1,4513,0,2,4,1,0,0
2653,6374,1,3,1,4513,0,2,4,1,0,0
2654,6375,1,3,1,4513,0,2,4,1,0,0
2655,6376,1,3,1,4513,0,2,4,1,0,0
2656,6377,1,3,1,4513,0,2,4,1,0,0
2657,6378,1,3,1,4513,0,2,4,1,0,0
2658,6379,1,3,1,4513,0,2,4,1,0,0
2659,6380,1,3,1,4513,0,2,4,1,0,0
2660,6381,1,3,1,4513,0,2,4,1,0,0
2661,6382,1,3,1,4513,0,2,4,1,0,0
2662,6383,1,3,1,4513,0,2,4,1,0,0
2663,6384,1,3,1,4513,0,2,4,1,0,0
2664,6385,1,3,1,4513,0,2,4,1,0,0
2665,6386,1,3,1,4513,0,2,4,1,0,0
2666,6387,1,3,1,4513,0,2,4,1,0,0
2667,6388,1,3,1,4513,0,2,4,1,0,0
2668,6389,1,3,1,4513,0,2,4,1,0,0
2669,6390,1,3,1,4513,0,2,4,1,0,0
2670,6391,1,3,1,4513,0,2,4,1,0,0
2671,6392,1,3,1,4513,0,2,4,1,0,0
2672,6393,1,3,1,4513,0,2,4,1,0,0
2673,6394,1,3,1,4513,0,2,4,1,0,0
2674,6395,1,3,1,4513,0,2,4,1,0,0
2675,6396,1,3,1,4513,0,2,4,1,0,0
2676,6397,1,3,1,4513,0,2,4,1,0,0
2677,6398,1,3,1,4513,0,2,4,1,0,0
2678,6399,1,3,1,4513,0,2,4,1,0,0
2679,6400,1,3,1,4513,0,2,4,1,0,0
2680,6401,1,3,1,4513,0,2,4,1,0,0
2681,6402,1,3,1,4513,0,2,4,1,0,0
2682,6403,1,3,1,4513,0,2,4,1,0,0
2683,6404,1,3,1,4513,0,2,4,1,0,0
2684,6405,1,3,1,4513,0,2,4,1,0,0
2685,6406,1,3,1,4513,0,2,4,1,0,0
2686,6407,1,3,1,4513,0,2,4,1,0,0
2687,6408,1,3,1,4513,0,2,4,1,0,0
2688,6409,1,3,1,4513,0,2,4,1,0,0
2689,6410,1,3,1,4513,0,2,4,1,0,0
2690,6411,1,3,1,4513,0,2,4,1,0,0
2691,6412,1,3,1,4513,0,2,4,1,0,0
2692,6413,1,3,1,4513,0,2,4,1,0,0
2693,6414,1,3,1,4513,0,2,4,1,0,0
2694,6415,1,3,1,4513,0,2,4,1,0,0
2695,6416,1,3,1,4513,0,2,4,1,0,0
2696,6417,1,3,1,4513,0,2,4,1,0,0
2697,6418,1,3,1,4513,0,2,4,1,0,0
2698,6419,1,3,1,4513,0,2,4,1,0,0
2699,6420,1,3,1,4513,0,2,4,1,0,0
2700,6421,1,3,1,4513,0,2,4,1,0,0
2701,6422,1,3,1,4513,0,2,4,1,0,0
2702,6423,1,3,1,4513,0,2,4,1,0,0
2703,6424,1,3,1,4513,0,2,4,1,0,0
2704,6425,1,3,1,4513,0,2,4,1,0,0
2705,6426,1,3,1,4513,0,2,4,1,0,0
2706,6427,1,3,1,4513,0,2,4,1,0,0
2707,6428,1,3,1,4513,0,2,4,1,0,0
2708,6429,1,3,1,4513,0,2,4,1,0,0
2709,6430,1,3,1,4513,0,2,4,1,0,0
2710,6431,1,3,1,4513,0,2,4,1,0,0
2711,6432,1,3,1,4513,0,2,4,1,0,0
2712,6433,1,3,1,4513,0,2,4,1,0,0
2713,6434,1,3,1,4513,0,2,4,1,0,0
2714,6435,1,3,1,4513,0,2,4,1,0,0
2715,6436,1,3,1,4513,0,2,4,1,0,0
2716,6437,1,3,1,4513,0,2,4,1,0,0
2717,6438,1,3,1,4513,0,2,4,1,0,0
2718,6439,1,3,1,4513,0,2,4,1,0,0
2719,6440,1,3,1,4513,0,2,4,1,0,0
2720,6441,1,3,1,4513,0,2,4,1,0,0
2721,6442,1,3,1,4513,0,2,4,1,0,0
2722,6443,1,3,1,4513,0,2,4,1,0,0
2723,6444,1,3,1,4513,0,2,4,1,0,0
2724,6445,1,3,1,4513,0,2,4,1,0,0
2725,6446,1,3,1,4513,0,2,4,1,0,0
2726,6447,1,3,1,4513,0,2,4,1,0,0
2727,6448,1,3,1,4513,0,2,4,1,0,0
2728,6449,1,3,1,4513,0,2,4,1,0,0
2729,6450,1,3,1,4513,0,2,4,1,0,0
2730,6451,1,3,1,4513,0,2,4,1,0,0
2731,6452,1,3,1,4513,0,2,4,1,0,0
2732,6453,1,3,1,4513,0,2,4,1,0,0
2733,6454,1,3,1,4513,0,2,4,1,0,0
2734,6455,1,3,1,4513,0,2,4,1,0,0
2735,6456,1,3,1,4513,0,2,4,1,0,0
2736,6457,1,3,1,4513,0,2,4,1,0,0
2737,6458,1,3,1,4513,0,2,4,1,0,0
2738,6459,1,3,1,4513,0,2,4,1,0,0
2739,6460,1,3,1,4513,0,2,4,1,0,0
2740,6461,1,3,1,4513,0,2,4,1,0,0
2741,6462,1,3,1,4513,0,2,4,1,0,0
2742,6463,1,3,1,4513,0,2,4,1,0,0
2743,6464,1,3,1,4513,0,2,4,1,0,0
2744,6465,1,3,1,4513,0,2,4,1,0,0
2745,6466,1,3,1,4513,0,2,4,1,0,0
2746,6467,1,3,1,4513,0,2,4,1,0,0
2747,6468,1,3,1,4513,0,2,4,1,0,0
2748,6469,1,3,1,4513,0,2,4,1,0,0
2749,6470,1,3,1,4513,0,2,4,1,0,0
2750,6471,1,3,1,4513,0,2,4,1,0,0
2751,6472,1,3,1,4513,0,2,4,1,0,0
2752,6473,1,3,1,4513,0,2,4,1,0,0
2753,6474,1,3,1,4513,0,2,4,1,0,0
2754,6475,1,3,1,4513,0,2,4,1,0,0
2755,6476,1,3,1,4513,0,2,4,1,0,0
2756,6477,1,3,1,4513,0,2,4,1,0,0
2757,6478,1,3,1,4513,0,2,4,1,0,0
2758,6479,1,3,1,4513,0,2,4,1,0,0
2759,6480,1,3,1,4513,0,2,4,1,0,0
2760,6481,1,3,1,4513,0,2,4,1,0,0
2761,6482,1,3,1,4513,0,2,4,1,0,0
2762,6483,1,3,1,4513,0,2,4,1,0,0
2763,6484,1,3,1,4513,0,2,4,1,0,0
2764,6485,1,3,1,4513,0,2,4,1,0,0
2765,6486,1,3,1,4513,0,2,4,1,0,0
2766,6487,1,3,1,4513,0,2,4,1,0,0
2767,6488,1,3,1,4513,0,2,4,1,0,0
2768,6489,1,3,1,4513,0,2,4,1,0,0
2769,6490,1,3,1,4513,0,2,4,1,0,0
2770,6491,1,3,1,4513,0,2,4,1,0,0
2771,6492,1,3,1,4513,0,2,4,1,0,0
2772,6493,1,3,1,4513,0,2,4,1,0,0
2773,6494,1,3,1,4513,0,2,4,1,0,0
2774,6495,1,3,1,4513,0,2,4,1,0,0
2775,6496,1,3,1,4513,0,2,4,1,0,0
2776,6497,1,3,1,4513,0,2,4,1,0,0
2777,6498,1,3,1,4513,0,2,4,1,0,0
2778,6499,1,3,1,4513,0,2,4,1,0,0
2779,6500,1,3,1,4513,0,2,4,1,0,0
2780,6501,1,3,1,4513,0,2,4,1,0,0
2781,6502,1,3,1,4513,0,2,4,1,0,0
2782,6503,1,3,1,4513,0,2,4,1,0,0
2783,6504,1,3,1,4513,0,2,4,1,0,0
2784,6505,1,3,1,4513,0,2,4,1,0,0
2785,6506,1,3,1,4513,0,2,4,1,0,0
2786,6507,1,3,1,4513,0,2,4,1,0,0
2787,6508,1,3,1,4513,0,2,4,1,0,0
2788,6509,1,3,1,4513,0,2,4,1,0,0
2789,6510,1,3,1,4513,0,2,4,1,0,0
2790,6511,1,3,1,4513,0,2,4,1,0,0
2791,6512,1,3,1,4513,0,2,4,1,0,0
2792,6513,1,3,1,4513,0,2,4,1,0,0
2793,6514,1,3,1,4513,0,2,4,1,0,0
2794,6515,1,3,1,4513,0,2,4,1,0,0
2795,6516,1,3,1,4513,0,2,4,1,0,0
2796,6517,1,3,1,4513,0,2,4,1,0,0
2797,6518,1,3,1,4513,0,2,4,1,0,0
2798,6519,1,3,1,4513,0,2,4,1,0,0
2799,6520,1,3,1,4513,0,2,4,1,0,0
2800,6521,1,3,1,4513,0,2,4,1,0,0
2801,6522,1,3,1,4513,0,2,4,1,0,0
2802,6523,1,3,1,4513,0,2,4,1,0,0
2803,6524,1,3,1,4513,0,2,4,1,0,0
2804,6525,1,3,1,4513,0,2,4,1,0,0
2805,6526,1,3,1,4513,0,2,4,1,0,0
2806,6527,1,3,1,4513,0,2,4,1,0,0
2807,6528,1,3,1,4513,0,2,4,1,0,0
2808,6529,1,3,1,4513,0,2,4,1,0,0
2809,6530,1,3,1,4513,0,2,4,1,0,0
2810,6531,1,3,1,4513,0,2,4,1,0,0
2811,6532,1,3,1,4513,0,2,4,1,0,0
2812,6533,1,3,1,4513,0,2,4,1,0,0
2813,6534,1,3,1,4513,0,2,4,1,0,0
2814,6535,1,3,1,4513,0,2,4,1,0,0
2815,6536,1,3,1,4513,0,2,4,1,0,0
2816,6537,1,3,1,4513,0,2,4,1,0,0
2817,6538,1,3,1,4513,0,2,4,1,0,0
2818,6539,1,3,1,4513,0,2,4,1,0,0
2819,6540,1,3,1,4513,0,2,4,1,0,0
2820,6541,1,3,1,4513,0,2,4,1,0,0
2821,6542,1,3,1,4513,0,2,4,1,0,0
2822,6543,1,3,1,4513,0,2,4,1,0,0
2823,6544,1,3,1,4513,0,2,4,1,0,0
2824,6545,1,3,1,4513,0,2,4,1,0,0
2825,6546,1,3,1,4513,0,2,4,1,0,0
2826,6547,1,3,1,4513,0,2,4,1,0,0
2827,6548,1,3,1,4513,0,2,4,1,0,0
2828,6549,1,3,1,4513,0,2,4,1,0,0
2829,6550,1,3,1,4513,0,2,4,1,0,0
